canonical	facet	parent_category	parent_source	provenance	confidence	aat_id	llm_note
colors variable	technique	(unrolled)	self	self	unrolled		
colour aquatint proof	technique	(unrolled)	self	self	unrolled		
colour photoreproduction	technique	(unrolled)	self	self	unrolled		
colour pochoir	technique	(unrolled)	self	self	unrolled	300053436	
colro screenprint	technique	(unrolled)	self	self	unrolled		
colro screenprint poster printed in eight color	technique	(unrolled)	self	self	unrolled	300131647	
comb	technique	(unrolled)	self	self	unrolled		
commercial	technique	(unrolled)	self	self	unrolled		
commercial bead	technique	(unrolled)	self	self	unrolled	300261776	
commercial cotton: machine embroidery	technique	(unrolled)	self	self	unrolled	300264024	
commercial playing card	technique	(unrolled)	self	self	unrolled		
commercial print media addition	technique	(unrolled)	self	self	unrolled		
commercial printed cotton	technique	(unrolled)	self	self	unrolled	300014067	
commercial relief proces	technique	(unrolled)	self	self	unrolled		
commercial sewing thread	technique	(unrolled)	self	self	unrolled	300014250	
commercially printed cotton	technique	(unrolled)	self	self	unrolled	300014067	
commercially printed cotton lining	technique	(unrolled)	self	self	unrolled	300162124	
commercially printed paper bread bag	technique	(unrolled)	self	self	unrolled		
commercially printed postcard	technique	(unrolled)	self	self	unrolled		
commercially printed trade cloth	technique	(unrolled)	self	self	unrolled	300162391	
commercially printed wall calendar	technique	(unrolled)	self	self	unrolled		
commercially-printed postcard	technique	(unrolled)	self	self	unrolled		
complementary warp	technique	(unrolled)	self	self	unrolled	300227804	
complementary warp patterning	technique	(unrolled)	self	self	unrolled	300248891	
complementary weft patterning	technique	(unrolled)	self	self	unrolled	300248891	
complementary-warp patterning	technique	(unrolled)	self	self	unrolled	300248891	
complex braid	technique	(unrolled)	self	self	unrolled	300232186	
complimentary warp	technique	(unrolled)	self	self	unrolled	300227930	
composed	technique	(unrolled)	self	self	unrolled		
composed in monotype by m&h	technique	(unrolled)	self	self	unrolled		
composed in monotype by m&h type	technique	(unrolled)	self	self	unrolled	300233629	
composite digital color photograph	technique	(unrolled)	self	self	unrolled		
composition	technique	(unrolled)	self	self	unrolled	300056255	
computer graphic in color	technique	(unrolled)	self	self	unrolled	300131647	
computer proces	technique	(unrolled)	self	self	unrolled		
computer-manipulated lithograph from a zinc etching plate	technique	(unrolled)	self	self	unrolled	300011041	
contemporary hand coloring	technique	(unrolled)	self	self	unrolled		
contour tapestry edging	technique	(unrolled)	self	self	unrolled		
coor offset lithograph poster printed in four color	technique	(unrolled)	self	self	unrolled	300131647	
copper metal alloy wrapped thread embroidery	technique	(unrolled)	self	self	unrolled	300264024	
copper plate printed	technique	(unrolled)	self	self	unrolled		
copper plate printed cotton	technique	(unrolled)	self	self	unrolled	300014067	
copper-plated cast iron	technique	(unrolled)	self	self	unrolled	300011002	
copperplate printed	technique	(unrolled)	self	self	unrolled		
copperplate printing	technique	(unrolled)	self	self	unrolled	300053319	
copperplate-printed	technique	(unrolled)	self	self	unrolled		
copy negative	technique	(unrolled)	self	self	unrolled	300173497	
copy number printed	technique	(unrolled)	self	self	unrolled		
cord embroidery	technique	(unrolled)	self	self	unrolled	300264024	
cord quilted	technique	(unrolled)	self	self	unrolled		
cord quilting	technique	(unrolled)	self	self	unrolled	300232012	
corded button	technique	(unrolled)	self	self	unrolled		
cording trim	technique	(unrolled)	self	self	unrolled		
cotton	technique	(unrolled)	self	self	unrolled	300014067	
cotton embroidery	technique	(unrolled)	self	self	unrolled	300264024	
cotton embroidery in french knot	technique	(unrolled)	self	self	unrolled		
cotton floss embroidery	technique	(unrolled)	self	self	unrolled	300264024	
cotton machine embroidery	technique	(unrolled)	self	self	unrolled	300264024	
cotton raffia embroidery	technique	(unrolled)	self	self	unrolled	300264024	
cotton w/ whitework embroidery	technique	(unrolled)	self	self	unrolled	300264024	
couched beadwork	technique	(unrolled)	self	self	unrolled	300053647	
couched digitally printed cotton plain weave	technique	(unrolled)	self	self	unrolled		
couched embroidery	technique	(unrolled)	self	self	unrolled	300264024	
couched metal-wrapped silk embroidery	technique	(unrolled)	self	self	unrolled	300264024	
couching	technique	(unrolled)	self	self	unrolled	300053654	
counted-thread silk embroidery	technique	(unrolled)	self	self	unrolled	300264024	
countered summlementary weft-wrapping	technique	(unrolled)	self	self	unrolled		
countered twining	technique	(unrolled)	self	self	unrolled	300228538	
countermark	technique	(unrolled)	self	self	unrolled		
counterproof	technique	(unrolled)	self	self	unrolled		
counterproof in black	technique	(unrolled)	self	self	unrolled	300130920	
coupler	technique	(unrolled)	self	self	unrolled		
cover illustration	technique	(unrolled)	self	self	unrolled	300054200	
cover printed	technique	(unrolled)	self	self	unrolled		
cover sheet	technique	(unrolled)	self	self	unrolled		
cover: embossed title	technique	(unrolled)	self	self	unrolled	300055726	
covers decorated	technique	(unrolled)	self	self	unrolled		
crayon color lithograph	technique	(unrolled)	self	self	unrolled		
crayon drawing	technique	(unrolled)	self	self	unrolled	300054031	
crayon lithograph printed in black	technique	(unrolled)	self	self	unrolled	300130920	
crayon lithograph printed in dark green	technique	(unrolled)	self	self	unrolled	300128438	
crayon lithograph printed in green	technique	(unrolled)	self	self	unrolled	300128438	
crayon lithograph printed in sepia	technique	(unrolled)	self	self	unrolled	300015025	
crayon manner engraving printd in black	technique	(unrolled)	self	self	unrolled	300130920	
crayon manner engraving printed in black	technique	(unrolled)	self	self	unrolled	300130920	
crayon manner engraving printed in brown ink	technique	(unrolled)	self	self	unrolled	300015012	
crayon manner engraving printed in brown-black ink	technique	(unrolled)	self	self	unrolled	300015012	
crayon manner engraving printed in gray-black ink	technique	(unrolled)	self	self	unrolled	300015012	
crayon manner engraving printed in gray-brown ink	technique	(unrolled)	self	self	unrolled	300015012	
crayon manner engraving printed in green	technique	(unrolled)	self	self	unrolled	300128438	
crayon manner engraving printed in light black ink	technique	(unrolled)	self	self	unrolled	300015012	
crayon manner engraving printed in red	technique	(unrolled)	self	self	unrolled	300126225	
crayon manner engraving printed in red ink	technique	(unrolled)	self	self	unrolled	300015012	
crayon manner engraving printed in tone	technique	(unrolled)	self	self	unrolled	300056173	
crayon manner engravingprii=nted in red ink	technique	(unrolled)	self	self	unrolled	300015012	
crayon manner engravingprinted in black	technique	(unrolled)	self	self	unrolled	300130920	
crayon manner engravingprinted in red ink	technique	(unrolled)	self	self	unrolled	300015012	
crayon manner printed in red ink	technique	(unrolled)	self	self	unrolled	300015012	
crayon-manner printed in red ink	technique	(unrolled)	self	self	unrolled	300015012	
cream silk chiffon printed	technique	(unrolled)	self	self	unrolled		
credit lines printed in red	technique	(unrolled)	self	self	unrolled	300126225	
crewel embroidery	technique	(unrolled)	self	self	unrolled	300264024	
crimped sequin	technique	(unrolled)	self	self	unrolled		
crochet	technique	(unrolled)	self	self	unrolled	300264038	
crochet button	technique	(unrolled)	self	self	unrolled		
crochet trim	technique	(unrolled)	self	self	unrolled		
crocheted	technique	(unrolled)	self	self	unrolled		
crocheted button	technique	(unrolled)	self	self	unrolled		
cropped	technique	(unrolled)	self	self	unrolled		
cropped along bottom edge	technique	(unrolled)	self	self	unrolled		
cross knit looped dyed plant fiber	technique	(unrolled)	self	self	unrolled		
cross stitch	technique	(unrolled)	self	self	unrolled	300264030	
cross-knit looping	technique	(unrolled)	self	self	unrolled		
cross-stitch	technique	(unrolled)	self	self	unrolled		
cross-stitch embroidery	technique	(unrolled)	self	self	unrolled	300264024	
custom artist-made frame	technique	(unrolled)	self	self	unrolled		
cut metal	technique	(unrolled)	self	self	unrolled	300010900	
cut mosaic technique	technique	(unrolled)	self	self	unrolled	300055843	
cut out segment	technique	(unrolled)	self	self	unrolled		
cut out shape	technique	(unrolled)	self	self	unrolled	300056273	
cut pile	technique	(unrolled)	self	self	unrolled	300227817	
cut printed	technique	(unrolled)	self	self	unrolled		
cut-	technique	(unrolled)	self	self	unrolled		
cut-out letter	technique	(unrolled)	self	self	unrolled		
cut-out stencil	technique	(unrolled)	self	self	unrolled		
cut-pile	technique	(unrolled)	self	self	unrolled		
cut-pile embroidery	technique	(unrolled)	self	self	unrolled	300264024	
cut-work	technique	(unrolled)	self	self	unrolled		
cut-work embroidery	technique	(unrolled)	self	self	unrolled	300264024	
cutout shape	technique	(unrolled)	self	self	unrolled	300056273	
cuts printed directly	technique	(unrolled)	self	self	unrolled		
cutwork	technique	(unrolled)	self	self	unrolled	300253891	
cyanotype	technique	(unrolled)	self	self	unrolled		
cyanotype mounted	technique	(unrolled)	self	self	unrolled		
cyanotype photogram	technique	(unrolled)	self	self	unrolled		
cyanotype photopostcard	technique	(unrolled)	self	self	unrolled		
cylinder printed	technique	(unrolled)	self	self	unrolled		
cylinder-printed	technique	(unrolled)	self	self	unrolled		
cynaotype photographs printed	technique	(unrolled)	self	self	unrolled		
daguerreotype in gold earring mount	technique	(unrolled)	self	self	unrolled		
daguerreotype in thermoplastic union case	technique	(unrolled)	self	self	unrolled		
daguerroetype	technique	(unrolled)	self	self	unrolled		
daguerrotype	technique	(unrolled)	self	self	unrolled		
damask weave wih supplementary weft patterning	technique	(unrolled)	self	self	unrolled	300248891	
dark blue fleck	technique	(unrolled)	self	self	unrolled		
dark tone etched	technique	(unrolled)	self	self	unrolled		
darkened from fixative	technique	(unrolled)	self	self	unrolled	300015134	
dated	technique	(unrolled)	self	self	unrolled		
deacidified platinum palladium	technique	(unrolled)	self	self	unrolled	300011030	
debossing	technique	(unrolled)	self	self	unrolled	300265527	
decal	technique	(unrolled)	self	self	unrolled		
deckle edge	technique	(unrolled)	self	self	unrolled		
decoration	technique	(unrolled)	self	self	unrolled	300056257	
decoration embossed	technique	(unrolled)	self	self	unrolled		
decoration in dark brown	technique	(unrolled)	self	self	unrolled	300127490	
decorations in black	technique	(unrolled)	self	self	unrolled	300130920	
decorative border	technique	(unrolled)	self	self	unrolled		
decorative typography	technique	(unrolled)	self	self	unrolled	300195853	
dendrobiinae	technique	(unrolled)	self	self	unrolled		
design	technique	(unrolled)	self	self	unrolled	300054171	
design after the artist	technique	(unrolled)	self	self	unrolled		
design in reverse	technique	(unrolled)	self	self	unrolled		
detailing in tan	technique	(unrolled)	self	self	unrolled	300266248	
diagonal join tapestry weave	technique	(unrolled)	self	self	unrolled		
didactic 19th century	technique	(unrolled)	self	self	unrolled		
die cut	technique	(unrolled)	self	self	unrolled		
die cut ring	technique	(unrolled)	self	self	unrolled		
die cut toy	technique	(unrolled)	self	self	unrolled		
die-cut	technique	(unrolled)	self	self	unrolled		
die-cut card	technique	(unrolled)	self	self	unrolled		
die-cut hole	technique	(unrolled)	self	self	unrolled		
die-cut pages in the shape	technique	(unrolled)	self	self	unrolled	300056273	
diecut vinyl sheet	technique	(unrolled)	self	self	unrolled		
different color	technique	(unrolled)	self	self	unrolled	300131647	
different size	technique	(unrolled)	self	self	unrolled	300015312	
digital c-print	technique	(unrolled)	self	self	unrolled		
digital chromogenic	technique	(unrolled)	self	self	unrolled		
digital chromogenic photograph	technique	(unrolled)	self	self	unrolled		
digital chromogenic print mounted	technique	(unrolled)	self	self	unrolled		
digital clock	technique	(unrolled)	self	self	unrolled		
digital collage	technique	(unrolled)	self	self	unrolled	300138699	
digital color	technique	(unrolled)	self	self	unrolled	300131647	
digital image	technique	(unrolled)	self	self	unrolled		
digital inkjet	technique	(unrolled)	self	self	unrolled		
digital light-jet photograph	technique	(unrolled)	self	self	unrolled		
digital photo	technique	(unrolled)	self	self	unrolled		
digital photograph	technique	(unrolled)	self	self	unrolled		
digital photographic color transparencie	technique	(unrolled)	self	self	unrolled		
digital photographic vinyl decal	technique	(unrolled)	self	self	unrolled		
digital pigment	technique	(unrolled)	self	self	unrolled		
digital pigmented inkjet	technique	(unrolled)	self	self	unrolled		
digital print mounted to cintra	technique	(unrolled)	self	self	unrolled		
digital print pop-up-book	technique	(unrolled)	self	self	unrolled		
digital printed silk bobbin net	technique	(unrolled)	self	self	unrolled	300249438	
digital printed silk gazar	technique	(unrolled)	self	self	unrolled		
digital printing	technique	(unrolled)	self	self	unrolled	300053319	
digital reproduction	technique	(unrolled)	self	self	unrolled	300404313	
digitally printed	technique	(unrolled)	self	self	unrolled		
digitally-exposed chromogenic	technique	(unrolled)	self	self	unrolled		
digitally-printed	technique	(unrolled)	self	self	unrolled		
dip-dyed	technique	(unrolled)	self	self	unrolled		
diptych	technique	(unrolled)	self	self	unrolled		
diptych vertical	technique	(unrolled)	self	self	unrolled		
direct dye/print design	technique	(unrolled)	self	self	unrolled	300054171	
direct gravure printed in black	technique	(unrolled)	self	self	unrolled	300130920	
direct gravure printed in blue	technique	(unrolled)	self	self	unrolled	300129361	
direct gravure printed in brown	technique	(unrolled)	self	self	unrolled	300127490	
direct photo transfer	technique	(unrolled)	self	self	unrolled	300417644	
direct photographic transfer	technique	(unrolled)	self	self	unrolled	300417644	
direct to plate aquatint edition variee	technique	(unrolled)	self	self	unrolled		
direct to plate photgravure	technique	(unrolled)	self	self	unrolled		
directly inked color letterpres	technique	(unrolled)	self	self	unrolled		
directly set type: poem printed in black	technique	(unrolled)	self	self	unrolled	300130920	
disbound	technique	(unrolled)	self	self	unrolled		
disbound book	technique	(unrolled)	self	self	unrolled		
disbound book with26 color lithograph	technique	(unrolled)	self	self	unrolled		
disbound text	technique	(unrolled)	self	self	unrolled	300250810	
discharged	technique	(unrolled)	self	self	unrolled		
discharged cut	technique	(unrolled)	self	self	unrolled		
discontunuous supplementary weft patterning	technique	(unrolled)	self	self	unrolled	300248891	
displaced weft	technique	(unrolled)	self	self	unrolled	300227934	
ditone	technique	(unrolled)	self	self	unrolled		
document	technique	(unrolled)	self	self	unrolled		
documentary collage	technique	(unrolled)	self	self	unrolled	300138699	
doe skin	technique	(unrolled)	self	self	unrolled	300011840	
dot	technique	(unrolled)	self	self	unrolled		
double	technique	(unrolled)	self	self	unrolled		
double drawing	technique	(unrolled)	self	self	unrolled	300054031	
double ikat	technique	(unrolled)	self	self	unrolled	300249861	
double interlocking technique	technique	(unrolled)	self	self	unrolled	300055843	
double interlocking-tapestry weave	technique	(unrolled)	self	self	unrolled		
double knit	technique	(unrolled)	self	self	unrolled		
double page	technique	(unrolled)	self	self	unrolled		
double page c-print photograph	technique	(unrolled)	self	self	unrolled		
double page engravings including frontispiece	technique	(unrolled)	self	self	unrolled		
double page phomechanical reproduction	technique	(unrolled)	self	self	unrolled	300404313	
double-corrugated	technique	(unrolled)	self	self	unrolled		
double-ikat	technique	(unrolled)	self	self	unrolled		
double-interlocked tapestry weave	technique	(unrolled)	self	self	unrolled		
double-sided	technique	(unrolled)	self	self	unrolled		
double-sized	technique	(unrolled)	self	self	unrolled		
doubleweave	technique	(unrolled)	self	self	unrolled		
doubleweave ??	technique	(unrolled)	self	self	unrolled		
dovetail tapestry weave	technique	(unrolled)	self	self	unrolled		
dovetailed color change	technique	(unrolled)	self	self	unrolled		
dovetailed tapestry	technique	(unrolled)	self	self	unrolled	300228510	
dovetailed tapestry weave	technique	(unrolled)	self	self	unrolled		
dovetailed-tapestry weave	technique	(unrolled)	self	self	unrolled		
drawing by the artist in yellow ink	technique	(unrolled)	self	self	unrolled	300015012	
drawing in colored pencil	technique	(unrolled)	self	self	unrolled	300410335	
drawing in hand-tooled leather binding contained in a cloth wrapped	technique	(unrolled)	self	self	unrolled		
drawing itself	technique	(unrolled)	self	self	unrolled		
drawing or	technique	(unrolled)	self	self	unrolled		
drawing printed from polymer plate	technique	(unrolled)	self	self	unrolled	300011041	
drawing: black crayon	technique	(unrolled)	self	self	unrolled		
drawings by various artist	technique	(unrolled)	self	self	unrolled		
drawings for full page	technique	(unrolled)	self	self	unrolled		
drawings in a maple wood box	technique	(unrolled)	self	self	unrolled		
drawings in american collection	technique	(unrolled)	self	self	unrolled		
drawings in book	technique	(unrolled)	self	self	unrolled		
drawings in cardboard slipcase	technique	(unrolled)	self	self	unrolled		
drawings in decorative box	technique	(unrolled)	self	self	unrolled		
drawings made	technique	(unrolled)	self	self	unrolled		
drawings pasted to the front	technique	(unrolled)	self	self	unrolled	300078767	
drawings plus an image	technique	(unrolled)	self	self	unrolled		
drawings plus colophon page	technique	(unrolled)	self	self	unrolled		
drawings wrapped in black	technique	(unrolled)	self	self	unrolled	300130920	
drawn	technique	(unrolled)	self	self	unrolled		
drawn thread work	technique	(unrolled)	self	self	unrolled	300264698	
drawn-thread embroidery	technique	(unrolled)	self	self	unrolled	300264024	
drawn-work	technique	(unrolled)	self	self	unrolled		
drawnwork	technique	(unrolled)	self	self	unrolled		
drawnwork edge	technique	(unrolled)	self	self	unrolled		
drawnwork silk embroidery	technique	(unrolled)	self	self	unrolled	300264024	
dress form	technique	(unrolled)	self	self	unrolled	300056272	
dry	technique	(unrolled)	self	self	unrolled		
dry brush	technique	(unrolled)	self	self	unrolled		
dry point	technique	(unrolled)	self	self	unrolled		
dry point printed in red	technique	(unrolled)	self	self	unrolled	300126225	
dry-point	technique	(unrolled)	self	self	unrolled		
drypoing	technique	(unrolled)	self	self	unrolled		
drypoint adn selective inking	technique	(unrolled)	self	self	unrolled		
drypoint b/w	technique	(unrolled)	self	self	unrolled		
drypoint chine collé	technique	(unrolled)	self	self	unrolled		
drypoint diptych	technique	(unrolled)	self	self	unrolled		
drypoint etchings printed	technique	(unrolled)	self	self	unrolled		
drypoint etcv=hing	technique	(unrolled)	self	self	unrolled		
drypoint from the cancelled plate	technique	(unrolled)	self	self	unrolled	300011041	
drypoint illustration	technique	(unrolled)	self	self	unrolled	300054200	
drypoint image	technique	(unrolled)	self	self	unrolled		
drypoint in black	technique	(unrolled)	self	self	unrolled	300130920	
drypoint in book	technique	(unrolled)	self	self	unrolled		
drypoint in dark brown	technique	(unrolled)	self	self	unrolled	300127490	
drypoint in olive green	technique	(unrolled)	self	self	unrolled	300128438	
drypoint in two tone	technique	(unrolled)	self	self	unrolled	300056173	
drypoint printed	technique	(unrolled)	self	self	unrolled		
drypoint printed from the steel lfaced plate	technique	(unrolled)	self	self	unrolled	300011041	
drypoint printed in	technique	(unrolled)	self	self	unrolled		
drypoint printed in black	technique	(unrolled)	self	self	unrolled	300130920	
drypoint printed in blue	technique	(unrolled)	self	self	unrolled	300129361	
drypoint printed in blue-black graphite mixed	technique	(unrolled)	self	self	unrolled		
drypoint printed in brown	technique	(unrolled)	self	self	unrolled	300127490	
drypoint printed in brown-black	technique	(unrolled)	self	self	unrolled		
drypoint printed in dark brown	technique	(unrolled)	self	self	unrolled	300127490	
drypoint printed in dark brown-black ink	technique	(unrolled)	self	self	unrolled	300015012	
drypoint printed in graphite	technique	(unrolled)	self	self	unrolled	300011098	
drypoint printed in green	technique	(unrolled)	self	self	unrolled	300128438	
drypoint printed in orange	technique	(unrolled)	self	self	unrolled	300126734	
drypoint printed in purple	technique	(unrolled)	self	self	unrolled	300130257	
drypoint printed in red	technique	(unrolled)	self	self	unrolled	300126225	
drypoint printed in red ink	technique	(unrolled)	self	self	unrolled	300015012	
drypoint printed in yellow	technique	(unrolled)	self	self	unrolled	300127794	
drypoint prints mounted	technique	(unrolled)	self	self	unrolled		
drypoint scrape	technique	(unrolled)	self	self	unrolled		
drypoint sky	technique	(unrolled)	self	self	unrolled	300263064	
drypoint-etching	technique	(unrolled)	self	self	unrolled		
drypoint.	technique	(unrolled)	self	self	unrolled		
drypoint/aquatint	technique	(unrolled)	self	self	unrolled		
drypoint?	technique	(unrolled)	self	self	unrolled		
drypoints in a paper	technique	(unrolled)	self	self	unrolled	300014109	
drypoints in a paper cover enclosed in a trade binding	technique	(unrolled)	self	self	unrolled	300421867	
drypoints printed in various color	technique	(unrolled)	self	self	unrolled	300131647	
duotone offset lithograph	technique	(unrolled)	self	self	unrolled		
duotone offset lithograph after a photograph	technique	(unrolled)	self	self	unrolled		
duotone offset lithographic reproduction	technique	(unrolled)	self	self	unrolled	300404313	
duplicate lithograph	technique	(unrolled)	self	self	unrolled		
dutch wax printed cotton	technique	(unrolled)	self	self	unrolled	300014067	
dvd projection	technique	(unrolled)	self	self	unrolled	300053420	
dye	technique	(unrolled)	self	self	unrolled	300013029	
dye destruction	technique	(unrolled)	self	self	unrolled	300053087	
dye transfer	technique	(unrolled)	self	self	unrolled	300417644	
dye transfer photograph	technique	(unrolled)	self	self	unrolled		
dye transfer print photograph	technique	(unrolled)	self	self	unrolled		
dyed	technique	(unrolled)	self	self	unrolled		
dyed raffia	technique	(unrolled)	self	self	unrolled	300014051	
dyed roving	technique	(unrolled)	self	self	unrolled	300014253	
dyed sisal	technique	(unrolled)	self	self	unrolled	300014039	
dyed snakeskin	technique	(unrolled)	self	self	unrolled		
dyed string chine colle printed	technique	(unrolled)	self	self	unrolled		
dypoint printed in blue	technique	(unrolled)	self	self	unrolled	300129361	
dyptych	technique	(unrolled)	self	self	unrolled		
dyptych lithograph	technique	(unrolled)	self	self	unrolled		
each color separately	technique	(unrolled)	self	self	unrolled		
each one accompanied by a poetic text printed	technique	(unrolled)	self	self	unrolled		
each page	technique	(unrolled)	self	self	unrolled		
each print accompanied by a digital print reproduction	technique	(unrolled)	self	self	unrolled	300404313	
each sheet	technique	(unrolled)	self	self	unrolled		
each volume is hand bound in auvergne paper printed wrappers covered in limp parchment	technique	(unrolled)	self	self	unrolled	300011851	
ear drawing	technique	(unrolled)	self	self	unrolled	300054031	
eccentric weave tapestry	technique	(unrolled)	self	self	unrolled	300061981	
eccentric-weft tapestry weave	technique	(unrolled)	self	self	unrolled		
edge	technique	(unrolled)	self	self	unrolled		
edged	technique	(unrolled)	self	self	unrolled		
edges are gilt	technique	(unrolled)	self	self	unrolled		
edging	technique	(unrolled)	self	self	unrolled		
edison proces	technique	(unrolled)	self	self	unrolled		
edition binding	technique	(unrolled)	self	self	unrolled	300234894	
eetching	technique	(unrolled)	self	self	unrolled		
ektacolor	technique	(unrolled)	self	self	unrolled		
electric engraving reproduction	technique	(unrolled)	self	self	unrolled	300404313	
electric tool	technique	(unrolled)	self	self	unrolled		
electroformed	technique	(unrolled)	self	self	unrolled		
electronic	technique	(unrolled)	self	self	unrolled	300400545	
electronic transfer	technique	(unrolled)	self	self	unrolled	300417644	
electrophotographic print handbill	technique	(unrolled)	self	self	unrolled		
electrophotographic print handbill printed	technique	(unrolled)	self	self	unrolled		
electroplated	technique	(unrolled)	self	self	unrolled		
electroplated line	technique	(unrolled)	self	self	unrolled		
electroplated screening	technique	(unrolled)	self	self	unrolled		
electropolated	technique	(unrolled)	self	self	unrolled		
electrostatic printing	technique	(unrolled)	self	self	unrolled	300053319	
electrotype	technique	(unrolled)	self	self	unrolled		
electrotype reproduction	technique	(unrolled)	self	self	unrolled	300404313	
embedded	technique	(unrolled)	self	self	unrolled		
emboidery (chain stitch	technique	(unrolled)	self	self	unrolled		
embossed	technique	(unrolled)	self	self	unrolled		
embossed background	technique	(unrolled)	self	self	unrolled	300056369	
embossed button	technique	(unrolled)	self	self	unrolled		
embossed collage intaglio	technique	(unrolled)	self	self	unrolled	300186231	
embossed color card	technique	(unrolled)	self	self	unrolled		
embossed contour	technique	(unrolled)	self	self	unrolled	300056263	
embossed etching in black	technique	(unrolled)	self	self	unrolled	300130920	
embossed image	technique	(unrolled)	self	self	unrolled		
embossed lettering	technique	(unrolled)	self	self	unrolled	300053342	
embossed lithograph	technique	(unrolled)	self	self	unrolled		
embossed metal	technique	(unrolled)	self	self	unrolled	300010900	
embossed outline	technique	(unrolled)	self	self	unrolled		
embossed photogram	technique	(unrolled)	self	self	unrolled		
embossed relief	technique	(unrolled)	self	self	unrolled	300053622	
embossed rondel	technique	(unrolled)	self	self	unrolled		
embossed title	technique	(unrolled)	self	self	unrolled	300055726	
embossing printed in brown ink	technique	(unrolled)	self	self	unrolled	300015012	
embossing printing retroussage	technique	(unrolled)	self	self	unrolled	300178615	
embossment	technique	(unrolled)	self	self	unrolled		
embossng	technique	(unrolled)	self	self	unrolled		
embrodiery	technique	(unrolled)	self	self	unrolled		
embroidered applique	technique	(unrolled)	self	self	unrolled		
embroidered back	technique	(unrolled)	self	self	unrolled		
embroidered batiste	technique	(unrolled)	self	self	unrolled	300183634	
embroidered bead	technique	(unrolled)	self	self	unrolled	300261776	
embroidered border	technique	(unrolled)	self	self	unrolled		
embroidered chiffon	technique	(unrolled)	self	self	unrolled	300249449	
embroidered crepe	technique	(unrolled)	self	self	unrolled	300183741	
embroidered crepe? brocade	technique	(unrolled)	self	self	unrolled	300227779	
embroidered cut work	technique	(unrolled)	self	self	unrolled		
embroidered damask?	technique	(unrolled)	self	self	unrolled		
embroidered lace	technique	(unrolled)	self	self	unrolled	300132861	
embroidered mesh	technique	(unrolled)	self	self	unrolled	300014654	
embroidered mull	technique	(unrolled)	self	self	unrolled		
embroidered muslin	technique	(unrolled)	self	self	unrolled	300014087	
embroidered onto a decorative cloth	technique	(unrolled)	self	self	unrolled	300162391	
embroidered picture appliqued	technique	(unrolled)	self	self	unrolled		
embroidered sateen	technique	(unrolled)	self	self	unrolled	300417857	
embroidered sequin	technique	(unrolled)	self	self	unrolled		
embroiderey	technique	(unrolled)	self	self	unrolled		
embroidery ?	technique	(unrolled)	self	self	unrolled		
embroidery ??	technique	(unrolled)	self	self	unrolled		
embroidery in buttonhole stitche	technique	(unrolled)	self	self	unrolled		
embroidery in chain stitche	technique	(unrolled)	self	self	unrolled		
embroidery in eyelet stitche	technique	(unrolled)	self	self	unrolled		
embroidery in french knot	technique	(unrolled)	self	self	unrolled		
embroidery in satin	technique	(unrolled)	self	self	unrolled	300132902	
embroidery in satin stitche	technique	(unrolled)	self	self	unrolled		
embroidery in silk	technique	(unrolled)	self	self	unrolled	300014072	
embroidery or brocade?	technique	(unrolled)	self	self	unrolled		
embroidery stitches)	technique	(unrolled)	self	self	unrolled		
embroidery thread	technique	(unrolled)	self	self	unrolled	300014250	
embroidery?	technique	(unrolled)	self	self	unrolled		
emgraving	technique	(unrolled)	self	self	unrolled		
emobossed reproduction	technique	(unrolled)	self	self	unrolled	300404313	
encrustation	technique	(unrolled)	self	self	unrolled		
encrustation in bowl	technique	(unrolled)	self	self	unrolled		
encrustations in bowl	technique	(unrolled)	self	self	unrolled		
encrusted surface	technique	(unrolled)	self	self	unrolled		
engraved	technique	(unrolled)	self	self	unrolled		
engraved architectural view	technique	(unrolled)	self	self	unrolled		
engraved by w.h. hooper	technique	(unrolled)	self	self	unrolled		
engraved collage	technique	(unrolled)	self	self	unrolled	300138699	
engraved initial	technique	(unrolled)	self	self	unrolled		
engraved lettering	technique	(unrolled)	self	self	unrolled	300053342	
engraved map	technique	(unrolled)	self	self	unrolled		
engraved metal	technique	(unrolled)	self	self	unrolled	300010900	
engraved plate	technique	(unrolled)	self	self	unrolled	300011041	
engraved text	technique	(unrolled)	self	self	unrolled	300250810	
engraved title	technique	(unrolled)	self	self	unrolled	300055726	
engraved title vignette	technique	(unrolled)	self	self	unrolled		
engraver	technique	(unrolled)	self	self	unrolled		
engravers' mark	technique	(unrolled)	self	self	unrolled		
engraving -etching	technique	(unrolled)	self	self	unrolled		
engraving ?	technique	(unrolled)	self	self	unrolled		
engraving by the artist	technique	(unrolled)	self	self	unrolled		
engraving fragment	technique	(unrolled)	self	self	unrolled		
engraving from a picture by martin archer shee esq.	technique	(unrolled)	self	self	unrolled		
engraving from a resingrave block	technique	(unrolled)	self	self	unrolled		
engraving from a worn plate	technique	(unrolled)	self	self	unrolled	300011041	
engraving in 2 color	technique	(unrolled)	self	self	unrolled	300131647	
engraving in 4 color	technique	(unrolled)	self	self	unrolled	300131647	
engraving in black	technique	(unrolled)	self	self	unrolled	300130920	
engraving in blue	technique	(unrolled)	self	self	unrolled	300129361	
engraving in brown	technique	(unrolled)	self	self	unrolled	300127490	
engraving in green	technique	(unrolled)	self	self	unrolled	300128438	
engraving in red ink	technique	(unrolled)	self	self	unrolled	300015012	
engraving in sepia ink	technique	(unrolled)	self	self	unrolled	300015012	
